ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,job,housing,loan,contact,emp.var.rate,cons.price.idx,cons.conf.idx,revolve_ind,delq_ind,score
10,20000,1,3,2,35,0,0,NA,NA,13007,13912,0,0,0,13007,1122,0,services,yes,no, ,1.1,93.994,-36.4,1,1,0.533629274
11,2.00E+05,2,3,2,34,11073,9787,5535,NA,1828,3731,2306,12,50,300,3738,66,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,1,0.812419496
12,260000,2,1,2,51,12261,21670,9966,8517,22287,13668,21818,9966,8583,22301,0,3640,services,yes,no,telephone,1.1,93.994,-36.4,0,1,0.500572577
13,630000,2,2,2,41,12137,6500,6500,6500,NA,2870,1000,6500,6500,6500,2870,0,blue-collar,no,yes, ,1.1,93.994,-36.4,0,0,0.975855618
14,70000,1,2,2,30,65802,67369,65701,66782,36137,36894,3200,0,3000,3000,1500,0,housemaid,yes,no,telephone,1.1,93.994,-36.4,0,0,0.775427077
163,290000,1,3,1,47,1234,NA,NA,792,396,423,396,396,792,0,423,369,blue-collar,no,no,telephone,1.1,93.994,-36.4,0,1,0.106226121
164,250000,2,1,1,34,NA,156858,NA,152803,NA,NA,17994,0,5469,5656,6811,3920,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,1,0.201120954
165,60000,2,2,1,46,21148,23803,24908,NA,26655,27756,3000,1500,1500,1000,1500,1500,services,no,no,telephone,1.1,93.994,-36.4,1,0,0.501396936
166,110000,2,1,2,27,101640,104795,104855,74737,76058,77254,5500,3900,3000,2900,3000,2800,entrepreneur,no,no,telephone,1.1,93.994,-36.4,0,0,0.559363846
167,370000,1,1,2,50,NA,15130,8204,15398,4792,13453,15383,8204,15413,4792,13453,4699,services,yes,yes,telephone,1.1,93.994,-36.4,1,1,0.567431619
168,1.00E+05,1,2,1,27,102349,96847,58824,29336,22979,-246,3166,0,1330,1398,12,50000,admin.,no,no,telephone,1.1,93.994,-36.4,0,0,0.713964877
169,90000,2,2,1,35,NA,73854,75526,77317,NA,88290,3500,3500,3652,10000,4000,0,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,0,0.02638582
170,50000,2,2,2,22,28040,29092,29366,27737,28318,28806,1510,1442,982,1017,1277,567,management,yes,no,telephone,1.1,93.994,-36.4,1,0,0.265893472
171,270000,1,2,2,37,37695,33397,30534,NA,26344,24641,5000,2000,3000,4000,3000,2000,blue-collar,no,yes,telephone,1.1,93.994,-36.4,1,0,0.489957087
172,3.00E+05,2,1,2,30,688,3280,0,4340,NA,800,3288,0,4340,2672,800,746,services,no,no,telephone,1.1,93.994,-36.4,0,1,0.856825008
173,50000,2,2,2,22,8567,15273,11650,7457,3115,7725,15000,1000,149,0,5000,10000,technician,yes,yes,telephone,1.1,93.994,-36.4,1,0,0.71352939
174,50000,2,1,2,24,-709,-709,-709,NA,-3272,-3272,0,0,0,0,0,0,admin.,no,no, ,1.1,93.994,-36.4,0,0,0.340947667
175,360000,1,1,2,29,0,0,77,0,0,0,0,77,0,0,0,0,services,no,no, ,1.1,93.994,-36.4,1,1,0.363314924
176,130000,1,3,1,56,64617,65978,67282,NA,72796,71345,3000,3000,3000,5500,0,0,management,no,no,telephone,1.1,93.994,-36.4,1,1,0.909603458
177,80000,1,1,2,30,6187,100,600,1438,NA,5380,504,500,1000,500,3500,0,services,yes,yes,telephone,1.1,93.994,-36.4,0,1,0.386149223
178,50000,1,2,2,30,48860,47801,48363,30221,22877,22361,0,1500,1000,2000,0,2000,admin.,no,no,telephone,1.1,93.994,-36.4,0,1,0.692604799
179,20000,2,2,2,22,16001,12622,13221,13130,14034,14906,1212,1201,500,1500,1500,1000,services,yes,no, ,1.1,93.994,-36.4,0,0,0.949388635
180,80000,2,2,1,29,77883,81811,80250,NA,NA,NA,5800,1000,600,400,1000,0,blue-collar,no,no,telephone,1.1,93.994,-36.4,0,0,0.101814056
181,240000,1,1,2,37,NA,NA,25331,26605,26279,1256,15000,0,2000,0,1256,65935,technician,no,no, ,1.1,93.994,-36.4,0,0,0.537799422
182,80000,2,3,2,35,49608,12412,NA,17364,NA,17460,12500,6500,3000,2000,3000,2000,blue-collar,yes,no, ,1.1,93.994,-36.4,0,1,0.995338161
183,5.00E+05,2,1,1,47,56422,110616,110340,NA,108834,NA,70010,30357,30000,20000,52183,20000,blue-collar,yes,yes,telephone,1.1,93.994,-36.4,0,0,0.823956173
184,60000,2,2,1,24,58024,57891,48839,18971,19323,NA,2500,1600,3000,1000,737,2000,admin.,yes,no,telephone,1.1,93.994,-36.4,0,0,0.21920376
185,20000,1,2,2,25,10642,11677,13070,12280,1615,1620,1200,1593,601,135,1824,0,blue-collar,no,no,telephone,1.1,93.994,-36.4,0,0,0.782330355
186,1.00E+05,2,2,1,38,14483,13961,15323,16268,15868,16448,0,1600,1500,0,1000,1500,management,no,no,telephone,1.1,93.994,-36.4,0,1,0.154997299
187,360000,2,1,2,32,2616,57077,5287,68445,NA,16240,57087,5295,68454,13889,16250,38313,technician,no,no,telephone,1.1,93.994,-36.4,1,0,0.160642019
188,2.00E+05,2,3,2,47,NA,202947,193936,196186,200162,189915,8214,7000,6800,7134,0,6836,retired,no,no,telephone,1.1,93.994,-36.4,0,1,0.728815636
189,130000,2,2,1,34,0,NA,10270,NA,13864,14636,5396,5000,3500,501,1000,2000,blue-collar,no,no, ,1.1,93.994,-36.4,0,0,0.740665293
190,20000,2,2,2,31,21703,21087,21461,NA,20219,20487,0,1000,0,0,760,0,admin.,yes,no,telephone,1.1,93.994,-36.4,0,1,0.916981936
191,310000,1,1,2,32,59901,62147,62102,NA,60387,43328,10020,6031,10057,5028,5060,4223,technician,no,no,telephone,1.1,93.994,-36.4,1,1,0.145969276
192,60000,2,1,2,27,19625,20347,21669,NA,22499,22873,1342,1664,2000,0,900,846,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,0,0.214794155
193,180000,2,1,2,29,11386,199,0,NA,17227,17042,199,0,0,17227,341,5114,management,no,no,telephone,1.1,93.994,-36.4,1,1,0.15850246
194,180000,2,1,2,24,14670,22087,21282,NA,NA,0,37867,0,200,0,0,0,technician,no,no, ,1.1,93.994,-36.4,1,0,0.403913761
195,50000,1,2,1,36,47790,18114,NA,-14,72,658,2000,1000,2000,500,1000,20011,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,0,0.544910691
196,50000,2,1,2,24,36166,37188,37680,NA,39228,40035,1900,1400,1700,1532,1600,0,blue-collar,yes,no,telephone,1.1,93.994,-36.4,1,0,0.012189761
197,150000,2,2,1,34,0,0,0,116,0,1500,0,0,116,0,1500,0,admin.,yes,no,telephone,1.1,93.994,-36.4,1,1,0.702995219
198,20000,2,1,2,22,18553,19446,19065,8332,NA,19247,1500,1032,541,20000,693,1000,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,0,0.053292525
199,5.00E+05,2,1,1,34,NA,138,2299,NA,1206,1151,138,2299,1251,1206,1151,15816,admin.,yes,no,telephone,1.1,93.994,-36.4,1,0,0.767136915
200,30000,2,3,2,22,29010,29256,28122,29836,1630,0,1000,85,1714,104,0,0,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,1,0.385882291
201,180000,2,1,1,38,750,0,0,NA,0,0,0,0,0,0,0,0,services,no,no,telephone,1.1,93.994,-36.4,0,1,0.076354811
202,140000,1,1,2,31,27123,27299,17985,20225,NA,10833,25000,0,3000,7800,0,2500,services,no,no,telephone,1.1,93.994,-36.4,0,0,0.504405315
203,140000,2,1,2,26,13424,18000,13001,5818,13506,487,10000,13001,5841,13506,487,7004,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,1,0.354318572
204,120000,1,2,2,26,107314,110578,113736,NA,119131,122135,5000,5000,4152,5000,5000,5000,admin.,no,no,telephone,1.1,93.994,-36.4,0,1,0.03629612
205,360000,2,2,1,48,226430,231878,234192,190211,173557,146511,9100,7300,5800,5600,5600,4100,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,0,0.137691172
206,20000,1,3,1,43,227,20351,20237,19339,19450,19337,22359,1305,1258,1459,3457,1700,student,no,no,telephone,1.1,93.994,-36.4,1,1,0.834803221
207,1.00E+05,1,1,1,47,390,1473,NA,390,NA,0,1473,390,390,390,0,2380,student,yes,yes,telephone,1.1,93.994,-36.4,1,0,0.154621781
208,210000,2,2,1,41,3088,1586,NA,3763,NA,0,1586,343,3763,877,0,419,unemployed,no,no,telephone,1.1,93.994,-36.4,1,0,0.850148334
209,80000,2,2,2,24,81625,81554,79599,49552,49509,49568,3200,3000,2038,2000,1800,1800,services,no,no,telephone,1.1,93.994,-36.4,1,0,0.330366859
210,330000,2,1,1,50,8872,4337,2854,NA,NA,1709,4345,2854,1702,0,1709,258,student,yes,no,telephone,1.1,93.994,-36.4,1,1,0.666584363
211,220000,1,1,2,24,105607,108917,111520,NA,NA,85632,5000,5050,8303,0,85632,0,student,yes,no,telephone,1.1,93.994,-36.4,1,1,0.448479378
212,210000,2,1,1,38,0,0,250,123,789,1222,0,250,0,789,1222,9616,housemaid,no,no,telephone,1.1,93.994,-36.4,0,0,0.052431532
213,40000,2,3,1,43,38257,38901,38103,NA,NA,31339,1700,1504,1200,1500,1500,1000,admin.,no,no,telephone,1.1,93.994,-36.4,0,1,0.904901773
214,30000,1,2,2,39,28347,28108,18388,12992,NA,8032,3036,2309,0,1000,2000,148,retired,no,no,telephone,1.1,93.994,-36.4,0,1,0.800861624
215,470000,1,2,2,27,296573,303320,307843,NA,NA,309959,13000,11001,0,10484,10838,10367,blue-collar,yes,no,telephone,1.1,93.994,-36.4,1,1,0.922665175
216,30000,1,3,1,42,390,NA,390,NA,1320,780,390,390,240,1470,0,0,housemaid,yes,no,telephone,1.1,93.994,-36.4,0,1,0.843306886
217,240000,2,2,1,36,-946,-946,-946,-946,-946,-946,0,0,0,0,0,0,blue-collar,yes,no, ,1.1,93.994,-36.4,0,0,0.321219979
218,80000,1,2,2,36,79278,78501,78534,NA,NA,78245,3100,3500,3400,3000,3500,3000,blue-collar,yes,yes,telephone,1.1,93.994,-36.4,0,0,0.073704859
219,110000,2,3,0,31,89989,84229,NA,73315,63818,63208,4000,5000,3000,3000,3000,8954,housemaid,no,no,telephone,1.1,93.994,-36.4,1,0,0.791721565
220,310000,2,1,2,38,1424,NA,126,0,0,0,4542,126,0,0,0,0,services,no,no,telephone,1.1,93.994,-36.4,1,1,0.994486266
221,360000,2,1,1,40,105167,115468,112157,114690,117845,NA,12000,0,5900,5000,4500,4700,admin.,yes,no,telephone,1.1,93.994,-36.4,0,0,0.177850418
222,330000,2,3,2,45,335196,334954,335527,333860,335760,330121,12388,12378,12116,12450,12213,11678,technician,no,no,telephone,1.1,93.994,-36.4,1,1,0.843792826
223,3.00E+05,2,2,2,35,291619,297268,205629,NA,NA,212508,12019,9006,17000,12000,9557,15000,services,yes,no,telephone,1.1,93.994,-36.4,1,0,0.788972635
224,320000,2,2,2,33,91653,94037,108597,65913,43805,33263,10042,18832,2117,2076,5045,3754,technician,yes,no,telephone,1.1,93.994,-36.4,0,1,0.818681476
225,50000,2,3,2,37,52626,51537,NA,30394,NA,29957,0,24,1500,1000,1201,30592,technician,no,no,telephone,1.1,93.994,-36.4,1,1,0.918689792
226,170000,2,1,2,28,130370,NA,128900,125514,NA,128839,6530,4860,22500,4820,4877,4962,retired,no,no,telephone,1.1,93.994,-36.4,0,1,0.73851554
227,350000,1,3,1,44,3265,2686,1864,569,0,0,2686,1864,569,0,0,0,technician,no,no,telephone,1.1,93.994,-36.4,0,1,0.592068238
228,20000,1,2,1,37,NA,16511,18902,NA,18650,NA,1609,3000,663,676,834,782,admin.,no,no,telephone,1.1,93.994,-36.4,0,0,0.836137304
229,50000,1,2,2,23,49758,48456,NA,NA,20066,18858,2401,2254,2004,704,707,1004,retired,no,no,telephone,1.1,93.994,-36.4,0,0,0.449457139
230,20000,2,3,2,24,19154,18165,17233,7630,1730,0,0,1333,500,100,0,3200,blue-collar,yes,yes,telephone,1.1,93.994,-36.4,0,1,0.650720388
231,50000,2,1,2,24,35084,35796,30937,NA,10385,1308,2090,2002,1002,238,1011,389,admin.,yes,no,telephone,1.1,93.994,-36.4,1,1,0.300535577
232,20000,1,2,2,23,20235,17132,16856,16875,13454,10104,0,1200,1000,0,1000,10000,services,yes,no,telephone,1.1,93.994,-36.4,1,0,0.076541701
233,50000,1,2,1,26,102800,0,0,2624,45567,46557,0,0,2624,45567,1747,2000,management,yes,no,telephone,1.1,93.994,-36.4,0,0,0.486011544
234,190000,1,2,2,34,129801,131383,134379,142323,140120,150052,5000,5000,10000,0,12118,2769,admin.,no,no,telephone,1.1,93.994,-36.4,0,1,0.839641048
235,60000,2,2,1,33,58203,36367,20934,NA,20175,19421,1506,1298,1000,721,811,599,self-employed,no,no,telephone,1.1,93.994,-36.4,1,0,0.292865024
236,80000,1,1,2,35,7988,NA,6848,NA,NA,19942,3983,6853,1719,1378,19942,2418,admin.,yes,no,telephone,1.1,93.994,-36.4,0,1,0.805848025
237,150000,2,2,2,27,127402,110050,51547,44384,36900,29497,4500,1745,1566,1208,1077,2529,blue-collar,no,no,telephone,1.1,93.994,-36.4,0,0,0.049285266
238,210000,2,1,2,31,1440,NA,7422,NA,6082,2293,0,7422,893,6082,2293,3299,admin.,no,no, ,1.1,93.994,-36.4,1,1,0.614153825
239,240000,2,3,1,50,234205,231669,NA,NA,210375,214694,10116,9150,8008,8000,8009,7714,services,no,yes,telephone,1.1,93.994,-36.4,0,0,0.105945556
240,140000,2,2,3,41,19346,21708,NA,19068,16409,NA,3000,2000,2198,1000,3000,2399,management,no,yes,telephone,1.1,93.994,-36.4,0,1,0.191527907
241,60000,2,1,2,28,21501,20650,0,0,NA,2285,0,0,0,0,2285,0,retired,no,no, ,1.1,93.994,-36.4,1,0,0.649964451
242,50000,1,1,2,39,47174,47974,48630,50803,NA,15874,1800,2000,3000,2000,2000,2000,technician,no,no,telephone,1.1,93.994,-36.4,0,0,0.641164821
243,50000,2,2,2,27,26655,27724,28676,NA,28790,29399,1800,1750,900,1200,1200,1100,management,yes,no,telephone,1.1,93.994,-36.4,0,0,0.614178563
244,180000,2,1,2,32,3139,5853,2821,0,2821,0,2821,0,0,2821,0,176,services,no,no,telephone,1.1,93.994,-36.4,0,1,0.808193444
245,30000,2,1,2,40,142,NA,139,19,19,79,355,120,0,0,60,60,technician,no,no,telephone,1.1,93.994,-36.4,1,1,0.022510448
246,20000,2,2,2,40,19816,20396,20102,19575,0,0,1601,2203,2114,0,0,0,services,no,no,telephone,1.1,93.994,-36.4,0,1,0.570599564
247,250000,2,2,1,75,NA,1631,1536,1010,NA,794,1631,1536,1010,5572,794,1184,technician,no,no,telephone,1.1,93.994,-36.4,1,0,0.376833695
248,1.00E+05,2,2,2,27,37767,34457,NA,30337,30997,32904,1788,1799,1100,1150,2423,0,technician,yes,no, ,1.1,93.994,-36.4,1,0,0.164480172
249,330000,1,1,2,25,46140,45781,NA,51137,39450,25358,2504,4007,5056,74,1023,2566,blue-collar,no,yes,telephone,1.1,93.994,-36.4,0,1,0.116101965
250,50000,1,3,1,46,35713,15392,16099,16418,NA,NA,1561,1268,587,611,1000,2000,services,no,no, ,1.1,93.994,-36.4,1,0,0.329451617
251,50000,2,2,2,26,50867,51486,48869,30115,NA,29998,1710,136,1206,2002,2005,3003,technician,no,no, ,1.1,93.994,-36.4,1,0,0.364596978
252,30000,1,2,2,28,29242,NA,NA,25255,NA,NA,5006,1244,851,955,0,0,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,0,0.071710053
253,140000,2,2,2,26,101551,105246,NA,105334,107699,106828,5366,5087,3605,3894,3785,3304,services,yes,no,telephone,1.1,93.994,-36.4,0,0,0.657699392
254,160000,2,1,2,28,70243,47779,28052,NA,NA,84426,7042,2000,1000,99669,12600,10000,technician,yes,no,telephone,1.1,93.994,-36.4,1,1,0.171196069
255,4.00E+05,2,2,2,29,19532,3719,1453,4944,NA,2486,3127,1469,4968,1905,2494,862,services,no,no,telephone,1.1,93.994,-36.4,0,1,0.248627817
256,50000,1,2,1,25,27699,NA,29341,NA,29533,28538,1565,1393,980,994,1024,886,services,yes,yes,telephone,1.1,93.994,-36.4,1,0,0.564361552
257,140000,2,2,1,48,1154,1233,862,1355,1130,21361,1233,1075,1355,1130,21361,1347,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,1,0.736339548
258,160000,2,2,1,33,8015,2453,NA,52572,7333,2210,2453,9880,52572,1546,2210,0,management,no,yes,telephone,1.1,93.994,-36.4,0,1,0.564176274
259,1.00E+05,2,3,1,43,62170,0,0,NA,NA,NA,0,0,0,0,0,0,technician,yes,no,telephone,1.1,93.994,-36.4,0,1,0.375390738
260,220000,1,1,1,48,210380,213522,201852,NA,172169,162402,10000,9020,6000,5500,6000,5500,admin.,no,yes,telephone,1.1,93.994,-36.4,0,0,0.733734336
261,510000,2,1,2,29,78331,99414,107686,103776,87265,36739,40010,20094,5000,5001,25365,65000,admin.,no,yes,telephone,1.1,93.994,-36.4,0,0,0.469965661
262,50000,1,2,2,29,NA,35100,32563,27823,NA,28309,1602,1400,3000,3130,1062,6318,blue-collar,unknown,unknown,telephone,1.1,93.994,-36.4,0,0,0.36142437
263,160000,2,1,1,38,4473,4664,5969,18941,16578,12652,4664,5969,18941,0,12652,1916,technician,no,no,telephone,1.1,93.994,-36.4,1,1,0.638037757
264,230000,2,1,2,37,2283,50815,NA,NA,299,338,51315,0,0,299,338,0,admin.,no,no,telephone,1.1,93.994,-36.4,1,1,0.219518017
265,80000,2,1,2,37,10115,249,5986,NA,NA,16872,258,5995,188,1644,16872,4000,admin.,no,no,telephone,1.1,93.994,-36.4,0,1,0.974665182
266,150000,2,2,1,25,6156,0,0,316,316,NA,0,0,316,316,316,316,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,0,0.545053959
267,10000,1,3,2,23,6974,7838,9002,9182,9729,9411,1134,1298,478,847,0,175,self-employed,yes,no,telephone,1.1,93.994,-36.4,0,0,0.256816545
268,130000,2,3,2,49,89003,91362,72197,NA,NA,27500,4100,3095,1630,561,600,0,student,no,no,telephone,1.1,93.994,-36.4,1,0,0.828183888
269,40000,2,1,2,48,34871,34449,33634,NA,NA,35673,1600,1600,1500,1500,1500,1500,management,no,no,telephone,1.1,93.994,-36.4,1,0,0.977898065
270,50000,1,2,2,27,13694,14880,14242,13968,14319,2614,1700,0,426,501,2614,1390,self-employed,no,no,telephone,1.1,93.994,-36.4,0,0,0.10284132
271,1.00E+05,1,3,2,32,70003,NA,20974,NA,NA,18126,2035,2004,616,2007,1009,2015,unemployed,yes,no,telephone,1.1,93.994,-36.4,1,0,0.236062997
272,120000,1,1,1,34,1082,632,NA,900,450,0,0,1350,0,0,0,450,management,no,no,telephone,1.1,93.994,-36.4,1,0,0.171104601
273,260000,2,1,2,58,0,0,0,NA,0,0,0,0,0,0,0,0,housemaid,no,no,telephone,1.1,93.994,-36.4,0,1,0.023413307
274,2.00E+05,2,2,2,33,NA,12852,14024,14512,16325,11905,2000,1322,2000,2000,1200,3000,admin.,no,no,telephone,1.1,93.994,-36.4,0,0,0.308049517
275,360000,2,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,housemaid,yes,yes,telephone,1.1,93.994,-36.4,0,0,0.55567868
276,70000,2,2,2,36,68699,69120,68376,30163,14310,15085,4483,12496,3268,3000,3000,2000,blue-collar,no,no,telephone,1.1,93.994,-36.4,0,0,0.419225059
277,460000,1,1,1,40,171,2715,-13,2641,-10,22535,2728,0,2654,0,22545,0,services,no,no,telephone,1.1,93.994,-36.4,0,1,0.907876613
278,50000,2,1,2,26,1156,316,316,316,NA,NA,316,316,316,316,316,316,blue-collar,no,no, ,1.1,93.994,-36.4,0,1,0.675577882
279,50000,1,3,1,33,50859,50462,50654,20046,20067,19703,2007,2199,691,707,703,697,technician,no,no,telephone,1.1,93.994,-36.4,1,0,0.896991862
280,250000,2,2,1,31,103109,102594,NA,99029,100871,101299,4000,4500,5000,4000,5000,4400,retired,no,no, ,1.1,93.994,-36.4,1,1,0.714248034
281,30000,2,1,2,27,1512,2458,664,1814,NA,NA,1000,664,1500,0,0,0,blue-collar,no,no, ,1.1,93.994,-36.4,1,1,0.59540579
282,270000,1,2,1,44,127543,109189,92630,69669,NA,43414,10063,5162,10150,44299,43509,31031,technician,yes,no,telephone,1.1,93.994,-36.4,1,1,0.109949789
283,180000,2,3,2,30,163935,153152,NA,NA,103692,NA,7722,6091,3563,3605,3000,3211,admin.,no,no,telephone,1.1,93.994,-36.4,0,1,0.038476213
284,1.00E+05,2,1,2,28,53494,52656,52600,NA,55831,56265,4173,3000,2025,5000,3000,3000,blue-collar,yes,no,telephone,1.1,93.994,-36.4,1,0,0.843036757
285,230000,2,3,1,32,195126,88743,92195,94814,98182,98457,5000,5000,5000,5000,4000,5000,blue-collar,yes,no, ,1.1,93.994,-36.4,1,1,0.109368855
286,210000,2,1,1,46,110346,NA,NA,NA,16171,NA,41986,21874,20076,16171,586,19777,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,1,0.157374538
287,210000,1,1,2,38,60502,62804,62769,62683,63663,46549,3276,2026,2000,2000,2000,2502,housemaid,yes,no,telephone,1.1,93.994,-36.4,0,0,0.693080256
288,440000,2,2,1,46,180641,181557,149944,NA,NA,97622,8610,6907,3727,3800,4001,2701,admin.,yes,yes,telephone,1.1,93.994,-36.4,0,0,0.63363852
289,1.00E+05,2,2,2,25,70896,71678,70125,69856,NA,51365,3472,2092,2000,2127,1960,1559,blue-collar,yes,no,telephone,1.1,93.994,-36.4,1,0,0.778425448
290,240000,2,2,1,46,8751,9900,10605,10765,11765,NA,1295,1000,1000,1000,1000,1000,services,no,no,telephone,1.1,93.994,-36.4,1,0,0.638782825
291,280000,1,1,2,33,898,898,325,898,NA,-339603,898,325,898,325,0,345293,management,yes,no,telephone,1.1,93.994,-36.4,1,0,0.585344586
292,50000,2,2,2,22,0,0,0,0,0,NA,0,0,0,0,0,0,admin.,yes,yes,telephone,1.1,93.994,-36.4,0,0,0.190608967
293,30000,1,2,1,43,1700,2610,NA,NA,NA,2566,1100,0,300,0,600,0,technician,no,yes,telephone,1.1,93.994,-36.4,1,0,0.381762307
294,10000,1,2,2,27,7015,10227,9560,9901,9963,10182,3507,0,500,370,393,700,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,1,0.416283798
295,130000,1,1,2,29,0,0,0,0,NA,0,0,0,0,0,0,1500,technician,yes,no,telephone,1.1,93.994,-36.4,1,0,0.74276591
296,2.00E+05,1,1,2,31,194353,197344,186292,133345,133634,133990,9000,7465,4715,4804,5141,5300,self-employed,no,no, ,1.1,93.994,-36.4,1,1,0.050076074
297,120000,2,2,1,29,NA,657,NA,1423,0,1820,657,2319,1423,0,1820,2496,blue-collar,no,yes,telephone,1.1,93.994,-36.4,0,0,0.390920641
298,210000,2,2,1,36,143225,142996,144415,148190,NA,131629,6483,5082,6000,5900,4544,4700,admin.,yes,no, ,1.1,93.994,-36.4,1,0,0.321520866
299,280000,2,1,1,36,58983,60788,63225,29701,30172,30771,2755,3463,1300,1100,1100,2000,services,no,no,telephone,1.1,93.994,-36.4,0,1,0.486093994
300,3.00E+05,1,1,2,34,0,0,13001,12601,19595,203,0,13001,0,19595,203,0,unknown,no,no,telephone,1.1,93.994,-36.4,0,1,0.670775674
301,1.00E+05,1,2,2,37,99209,98222,67185,66926,66796,64513,3490,2332,2314,2365,2497,2305,services,no,no,telephone,1.1,93.994,-36.4,0,1,0.427473817
302,440000,2,1,2,36,0,NA,0,NA,NA,NA,0,0,0,0,162000,0,blue-collar,no,yes,telephone,1.1,93.994,-36.4,1,0,0.249623354
303,50000,2,3,1,40,49941,51213,NA,12898,13687,14458,2400,1206,1000,1000,1000,1000,retired,no,no,telephone,1.1,93.994,-36.4,1,0,0.036883331
304,20000,2,1,2,25,11968,14564,27820,NA,15761,NA,2800,0,4000,1700,1000,2000,unknown,yes,no,telephone,1.1,93.994,-36.4,0,1,0.839191394
305,2.00E+05,2,1,2,27,871,665,960,NA,4084,7414,665,960,3908,1014,3500,2880,admin.,yes,no,telephone,1.1,93.994,-36.4,0,0,0.559569614
306,110000,2,2,2,26,NA,3220,5704,NA,NA,400,3220,5904,0,3000,0,0,admin.,yes,no,telephone,1.1,93.994,-36.4,1,0,0.089971221
307,5.00E+05,2,2,1,36,10483,23956,0,8500,4590,0,23962,0,8500,4590,0,0,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,1,0.405273477
308,3.00E+05,2,2,1,27,0,5215,0,0,NA,0,5215,0,0,0,0,0,housemaid,yes,yes, ,1.1,93.994,-36.4,1,0,0.641584718
309,30000,1,3,1,55,9720,10613,11339,NA,NA,14514,1200,1200,2000,1500,1500,1500,admin.,yes,no,telephone,1.1,93.994,-36.4,0,0,0.300612395
310,60000,2,1,2,27,20847,13801,NA,4889,273,11736,13809,14583,4889,273,13557,0,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,0,0.693328175
311,4.00E+05,2,2,1,38,3697,3600,1354,5322,5103,2077,1000,1354,5322,6,2386,9085,management,yes,no,telephone,1.1,93.994,-36.4,0,1,0.494474651
312,180000,2,2,1,34,143301,146333,147042,NA,130331,132845,7000,5000,5000,4900,5000,5100,admin.,no,no,telephone,1.1,93.994,-36.4,0,1,0.716839551
313,20000,1,1,2,40,10934,13738,16567,NA,13057,14340,3000,3100,0,3000,1500,0,admin.,no,no, ,1.1,93.994,-36.4,0,0,0.537074577
314,2.00E+05,2,3,1,49,NA,51040,56205,54723,58657,59983,0,6000,0,5000,2286,3000,blue-collar,yes,no,telephone,1.1,93.994,-36.4,1,0,0.747640034
315,1.00E+05,1,1,2,27,55734,52557,33415,NA,17580,NA,1631,1286,200,645,909,200,management,yes,no,telephone,1.1,93.994,-36.4,1,1,0.408203313
316,60000,1,2,2,23,49507,33282,34312,17277,17808,19346,1970,2000,618,809,2000,616,admin.,no,no,telephone,1.1,93.994,-36.4,0,0,0.764817539
317,110000,2,2,2,36,47819,48947,50330,50894,52175,53652,2200,2500,2000,2100,2500,2200,admin.,no,no,telephone,1.1,93.994,-36.4,1,0,0.244323201
318,260000,2,3,1,53,0,165,526,452,NA,485,165,526,452,397,485,459,retired,no,no,telephone,1.1,93.994,-36.4,1,1,0.81965862
319,50000,2,3,1,46,48522,50955,NA,NA,29898,24883,3754,1,1070,1030,863,654,blue-collar,no,no,telephone,1.1,93.994,-36.4,0,0,0.336359406
320,180000,1,2,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,services,yes,no,telephone,1.1,93.994,-36.4,1,0,0.534869259
321,110000,1,2,2,29,58362,56598,51908,NA,47862,47969,2500,0,2000,2000,1854,2000,management,yes,no,telephone,1.1,93.994,-36.4,0,1,0.955612694
322,340000,2,1,2,27,172180,NA,166281,155628,NA,NA,21105,5461,5000,5849,2732,50000,admin.,yes,yes,telephone,1.1,93.994,-36.4,1,0,0.514470535
323,50000,1,2,2,24,1399,2441,3865,7476,8384,8085,1070,1500,3666,2477,1306,1000,technician,no,no,telephone,1.1,93.994,-36.4,1,0,0.804254375
324,230000,2,2,1,28,26361,18826,1100,2100,NA,NA,1710,1100,1000,767,6173,1000,services,no,no,telephone,1.1,93.994,-36.4,1,1,0.96836828
325,360000,2,2,2,32,93029,94054,91834,95631,100123,100738,10000,7000,10000,10000,10000,10000,technician,yes,yes, ,1.1,93.994,-36.4,0,0,0.182359781
